,0.08,0.02,0.97
303616504,-0.08,-0.03,0.91
303621504,-0.05,-0.03,0.91
303626488,-0.05,-0.01,0.90
303631464,-0.02,-0.03,0.90
303636464,-0.01,-0.03,0.92
303641480,-0.01,-0.01,0.93
303646488,-0.00,-0.03,0.94
303651488,0.02,-0.02,0.97
303656440,0.02,-0.02,1.00
303661408,0.02,-0.02,1.04
303666376,0.04,-0.02,1.07
303671336,0.04,-0.01,1.08
303676296,0.05,-0.03,1.08
303681256,0.06,-0.01,1.05
303686240,0.08,-0.03,1.03
303691216,0.10,-0.41,1.52
303696200,-0.10,-0.34,1.49
303701224,0.17,-0.44,1.67
303706224,0.06,-0.28,1.58
303711216,-0.13,-0.37,1.43
303716240,0.09,-0.22,1.40
303721200,0.08,-0.16,1.38
303726192,-0.02,-0.15,1.34
303731224,0.03,-0.08,1.26
303736184,0.07,-0.06,1.22
303741168,0.06,-0.05,1.18
303746160,0.06,-0.07,1.10
303751128,0.10,-0.07,1.05
303756104,0.11,-0.08,1.05
303761096,0.10,-0.12,1.01
303701224,303761096,1.74,0.17,-0.44,1.67,tap-2
303822952,0.08,-0.07,0.95
303827904,0.05,-0.06,0.94
303832840,0.03,-0.06,0.94
303837800,0.03,-0.06,0.95
303842760,0.02,-0.03,0.93
303847736,0.03,-0.04,0.93
303852696,0.02,-0.02,0.94
303857648,0.03,-0.03,0.92
303862600,0.03,-0.03,0.92
303867544,0.03,-0.03,0.93
303872528,0.06,-0.01,0.93
303877480,0.05,-0.02,0.92
303882456,0.05,-0.02,0.93
303887408,0.07,-0.03,0.93
303892400,0.07,-0.02,0.93
303897384,0.09,-0.03,0.92
303902368,0.08,-0.03,0.93
303907360,0.10,-0.02,0.93
303912336,0.10,-0.01,0.93
303917328,0.11,-0.02,0.93
303922304,0.10,0.01,0.93
303927240,0.10,0.00,0.94
303932160,0.09,0.00,0.94
303937064,0.12,-0.01,0.94
303942064,0.11,0.01,0.94
303947008,0.11,0.00,0.94
303951960,0.11,0.00,0.94
303956896,0.11,-0.01,0.95
303961888,0.10,-0.01,0.95
303966864,0.08,-0.01,0.95
303971824,0.07,-0.02,0.95
303976776,0.06,0.00,0.95
303981704,0.05,-0.01,0.95
303986664,0.04,-0.01,0.95
303991624,0.05,-0.00,0.96
303996584,0.04,0.01,0.95
304001512,0.07,0.01,0.94
304006456,0.07,0.02,0.94
304011392,0.08,0.00,0.95
304016320,0.12,0.01,0.94
304021256,0.13,0.00,0.96
304026208,0.15,0.03,0.94
304031136,0.16,0.02,0.95
304036096,0.19,0.02,0.95
304041016,0.18,0.03,0.95
304045960,0.18,0.02,0.95
304050888,0.18,0.02,0.96
304055816,0.19,0.03,0.95
304060744,0.20,0.02,0.95
304065680,0.19,0.03,0.95
304070632,0.18,0.03,0.95
304075584,0.17,0.02,0.96
304080512,0.16,0.04,0.96
304085440,0.14,0.02,0.96
304090376,0.14,0.02,0.95
304095320,0.12,0.03,0.96
304100256,0.13,0.02,0.97
304105184,0.12,0.02,0.96
304110120,0.12,0.02,0.96
304115064,0.13,0.03,0.96
304120016,0.14,0.04,0.97
304124960,0.13,0.05,0.95
304129888,0.12,0.04,0.95
304134808,0.14,0.03,0.95
304139736,0.14,0.05,0.96
304144680,0.14,0.05,0.94
304149624,0.13,0.05,0.96
304154544,0.16,0.06,0.97
304159480,0.18,0.06,0.97
304164416,0.18,0.05,0.97
304169352,0.19,0.06,0.96
304174272,0.21,0.07,0.96
304179216,0.23,0.06,0.97
304184136,0.23,0.05,0.97
304189080,0.24,0.06,0.97
304194008,0.25,0.06,0.96
304198960,0.21,0.05,0.95
304203880,0.22,0.07,0.97
304208816,0.22,0.07,0.96
304213736,0.20,0.06,0.96
304218688,0.20,0.05,0.96
304223616,0.19,0.06,0.97
304228552,0.19,0.06,0.96
304233480,0.20,0.06,0.96
304238400,0.20,0.05,0.95
304243320,0.19,0.05,0.96
304248248,0.17,0.06,0.97
304253192,0.19,0.05,0.97
304258120,0.20,0.05,0.97
304263048,0.21,0.06,0.97
304267976,0.20,0.05,0.97
304272896,0.20,0.04,0.96
304277800,0.20,0.06,0.96
304282720,0.20,0.05,0.96
304287640,0.19,0.05,0.97
304292568,0.18,0.06,0.97
304297496,0.20,0.07,0.97
304302424,0.18,0.06,0.98
304307360,0.18,0.05,0.97
304312288,0.19,0.04,0.96
304317208,0.18,0.05,0.95
304322128,0.17,0.03,0.96
304327080,0.18,0.05,0.95
304332024,0.16,0.05,0.97
304336960,0.15,0.05,0.96
304341880,0.17,0.05,0.98
304346800,0.18,0.02,0.97
304351760,0.16,0.06,0.97
304356696,0.16,0.03,0.97
304361656,0.18,0.04,0.96
304366584,0.15,0.05,0.96
304371512,0.15,0.06,0.97
304376440,0.14,0.05,0.97
304381384,0.15,0.04,0.95
304386352,0.15,0.03,0.97
304391304,0.15,0.05,0.97
304396240,0.15,0.04,0.97
304401168,0.14,0.04,0.98
304406088,0.14,0.05,0.97
304411032,0.15,0.04,0.97
304415968,0.15,0.04,0.97
304420912,0.15,0.02,0.97
304425840,0.15,0.03,0.96
304430776,0.17,0.02,0.97
304435736,0.14,0.04,0.98
304440680,0.16,0.04,0.98
304445640,0.15,0.02,0.98
304450568,0.14,0.04,0.97
304455496,0.15,0.03,0.99
304460448,0.13,0.03,0.97
304465392,0.13,0.03,0.97
304470336,0.15,0.04,0.97
304475280,0.15,0.04,0.96
304480208,0.14,0.05,0.97
304485128,0.14,0.03,0.96
304490072,0.14,0.05,0.97
304495000,0.14,0.03,0.95
304499944,0.13,0.03,0.97
304504872,0.14,0.03,0.95
304509800,0.14,0.04,0.96
304514736,0.15,0.03,0.96
304519696,0.13,0.04,0.97
304524656,0.12,0.05,0.97
304529624,0.14,0.03,0.96
304534552,0.13,0.04,0.97
304539488,0.13,0.03,0.97
304544416,0.14,0.03,0.96
304549368,0.13,0.03,0.95
304554312,0.13,0.05,0.96
304559248,0.14,0.03,0.96
304564176,0.15,0.04,0.97
304569112,0.15,0.03,0.95
304574056,0.15,0.04,0.96
304578992,0.15,0.04,0.95
304583944,0.15,0.03,0.97
304588880,0.16,0.03,0.97
304593816,0.14,0.03,0.98
304598760,0.14,0.03,0.96
304603728,0.14,0.03,0.97
304608688,0.13,0.02,0.97
304613656,0.14,0.02,0.97
304618584,0.13,0.03,0.98
304623512,0.14,0.03,0.97
304628448,0.14,0.04,0.98
304633384,0.14,0.04,0.99
304638328,0.13,0.04,0.98
304643264,0.13,0.04,0.97
304648168,0.11,0.04,0.98
304653088,0.13,0.04,0.96
304658040,0.11,0.03,0.97
304662968,0.12,0.04,0.96
304667904,0.11,0.03,0.97
304672824,0.10,0.06,0.97
304677744,0.13,0.03,0.97
304682680,0.11,0.02,0.97
304687640,0.12,0.02,0.96
304692568,0.11,0.02,0.98
304697488,0.11,0.03,0.97
304702424,0.11,0.03,0.97
304707368,0.11,0.02,0.97
304712312,0.13,0.02,0.96
304717248,0.13,0.02,0.97
304722192,0.12,0.01,0.98
304727144,0.13,0.01,0.96
304732096,0.13,0.01,0.96
304737056,0.13,0.01,0.97
304741976,0.15,0.03,0.96
304746912,0.12,0.03,0.96
304751848,0.13,0.03,0.96
304756784,0.12,0.01,0.95
304761736,0.12,0.02,0.95
304766680,0.13,0.01,0.95
304771656,0.10,0.01,0.95
304776592,0.12,0.01,0.95
304781520,0.11,0.01,0.97
304786472,0.12,0.01,0.96
304791400,0.13,0.01,0.97
304796368,0.13,-0.00,0.96
304801344,0.12,0.01,0.96
304806280,0.13,0.01,0.96
304811232,0.14,0.00,0.97
304816152,0.14,0.01,0.98
304821072,0.15,-0.01,0.98
304826064,0.15,-0.01,0.99
304831056,0.15,-0.00,0.98
304836040,0.16,-0.01,0.99
304841040,0.14,0.00,0.98
304845976,0.17,-0.00,0.98
304850920,0.15,0.00,0.98
304855848,0.15,-0.01,0.98
304860816,0.17,0.01,0.96
304865768,0.15,0.01,0.95
304870728,0.16,0.01,0.96
304875664,0.15,0.01,0.95
304880608,0.16,0.02,0.95
304885544,0.15,0.02,0.94
304890480,0.16,0.02,0.95
304895416,0.17,0.01,0.94
304900384,0.16,0.01,0.96
304905344,0.16,0.01,0.95
304910280,0.15,-0.00,0.95
304915248,0.16,0.02,0.95
304920176,0.17,0.03,0.96
304925120,0.15,0.03,0.96
304930064,0.15,0.01,0.95
304935016,0.13,0.01,0.97
304939968,0.14,0.02,0.95
304944888,0.13,0.01,0.95
304949856,0.13,0.00,0.96
304954776,0.13,0.00,0.95
304959712,0.13,0.01,0.95
304964680,0.12,0.01,0.95
304969640,0.12,-0.00,0.96
304974600,0.11,-0.00,0.97
304979560,0.12,-0.00,0.98
304984520,0.11,-0.00,0.97
304989480,0.10,-0.01,0.98
304994448,0.10,0.00,0.98
304999368,0.09,0.00,1.00
305004296,0.11,0.00,0.98
305009240,0.09,0.01,0.99
305014160,0.11,0.00,0.98
305019096,0.08,0.01,1.00
305023992,0.11,-0.01,1.00
305028976,0.11,-0.00,1.00
305033968,0.12,-0.01,1.00
305038928,0.12,0.00,0.99
305043848,0.12,-0.01,1.00
305048816,0.12,-0.01,1.00
305053792,0.14,0.01,1.01
305058752,0.16,-0.01,1.01
305063736,0.17,-0.02,1.02
305068736,0.17,-0.01,1.03
305073728,0.16,-0.01,1.02
305078728,0.17,-0.01,1.03
305083720,0.17,-0.02,1.04
305088720,0.18,-0.02,1.05
305093696,0.18,-0.01,1.03
305098712,0.21,-0.04,1.07
305103712,0.17,-0.03,1.02
305108696,0.18,-0.02,1.03
305113688,0.18,-0.03,1.03
305118688,0.18,-0.03,1.04
305123680,0.18,-0.02,1.04
305128672,0.18,-0.01,1.00
305133672,0.17,-0.02,1.02
305138656,0.18,-0.01,1.00
305143632,0.18,-0.02,1.00
305148608,0.17,-0.01,0.99
305153592,0.15,0.01,1.00
305158520,0.16,-0.01,0.99
305163488,0.16,-0.01,0.97
305168464,0.16,-0.01,0.97
305173432,0.15,-0.00,0.97
305178416,0.16,0.00,0.96
305183352,0.16,0.00,0.96
305188304,0.20,-0.00,0.95
305193264,0.11,0.02,0.95
305198208,0.14,0.01,0.94
305203128,0.16,0.01,0.93
305208080,0.15,-0.00,0.92
305213056,0.13,0.02,0.92
305217984,0.15,0.01,0.92
305222936,0.15,0.01,0.90
305227856,0.15,0.03,0.89
305232784,0.15,0.01,0.89
305237728,0.16,0.03,0.89
305242680,0.11,0.04,0.87
305247624,0.28,0.03,0.86
305252576,0.14,0.08,0.89
305257512,0.13,0.06,0.86
305262448,0.15,0.05,0.87
305267392,0.15,0.05,0.86
305272352,0.16,0.05,0.87
305277288,0.15,0.06,0.84
305282216,0.13,0.06,0.84
305287136,0.10,0.08,0.83
305292048,0.13,0.05,0.82
305296968,0.13,0.05,0.81
305301896,0.14,0.06,0.82
305306832,0.12,0.06,0.82
305311744,0.13,0.07,0.81
305316712,0.13,0.07,0.82
305321656,0.13,0.07,0.84
305326616,0.14,0.07,0.85
305331544,0.15,0.07,0.90
305336464,0.19,0.07,0.91
305341384,0.20,0.06,0.94
305346328,0.23,0.06,0.95
305351288,0.23,0.03,0.95
305356224,0.21,0.02,0.94
305361168,0.22,-0.14,1.15
305366144,0.11,-0.18,1.26
305371152,0.36,-0.20,1.45
305376144,0.26,-0.17,1.33
305381152,0.18,-0.23,1.37
305386160,0.29,-0.19,1.41
305391168,0.23,-0.08,1.33
305396136,0.12,-0.08,1.27
305401120,0.15,-0.06,1.23
305406112,0.21,-0.02,1.24
305411104,0.25,-0.01,1.21
305416112,0.20,-0.03,1.16
305421096,0.18,-0.02,1.11
305426088,0.22,-0.03,1.06
305431088,0.24,-0.00,1.02
305436080,0.23,-0.04,1.02
305371152,305436080,1.51,0.36,-0.20,1.45,tap-1
305497920,0.32,0.01,1.01
305502856,0.31,0.02,1.00
305507776,0.29,0.03,0.99
305512736,0.26,0.02,0.97
305517672,0.24,0.03,0.97
305522624,0.24,0.03,0.95
305527544,0.20,0.04,0.95
305532464,0.17,0.06,0.90
305537392,0.16,0.04,0.90
305542336,0.17,0.06,0.89
305547296,0.17,0.06,0.89
305552224,0.15,0.06,0.87
305557144,0.12,0.03,0.86
305562080,0.12,0.06,0.87
305567016,0.13,0.05,0.88
305571944,0.13,0.08,0.88
305576872,0.15,0.06,0.89
305581808,0.13,0.06,0.89
305586768,0.13,0.05,0.87
305591688,0.12,0.05,0.87
305596648,0.11,0.03,0.87
305601600,0.10,0.04,0.88
305606512,0.10,0.05,0.87
305611424,0.10,0.04,0.86
305616368,0.08,0.03,0.87
305621312,0.07,0.04,0.86
305626224,0.04,0.03,0.86
305631136,0.01,0.04,0.87
305636072,0.04,0.04,0.87
305640992,-0.02,0.03,0.88
305645944,-0.01,0.01,0.89
305650896,-0.01,0.03,0.90
305655848,-0.04,0.01,0.91
305660808,-0.07,-0.00,0.91
305665800,-0.07,0.01,0.93
305670776,-0.09,0.01,0.92
305675760,-0.10,0.02,0.93
305680720,-0.10,-0.00,0.92
305685728,-0.11,0.00,0.93
305690712,-0.11,-0.00,0.92
305695744,-0.11,-0.01,0.90
305700768,-0.12,-0.02,0.91
305705792,-0.12,-0.01,0.89
305710792,-0.15,-0.01,0.91
305715816,-0.12,0.01,0.90
305720784,-0.10,0.01,0.92
305725752,-0.08,-0.01,0.95
305730760,-0.06,0.00,0.97
305735696,-0.04,-0.00,0.99
305740704,-0.02,-0.00,1.02
305745712,-0.02,-0.01,1.02
305750720,-0.05,0.00,1.04
305755688,-0.05,-0.00,1.03
305760680,-0.03,-0.00,1.02
305765672,0.00,-0.30,1.50
305770656,-0.08,-0.26,1.38
305775664,0.20,-0.24,1.61
305780672,0.08,-0.30,1.50
305785656,-0.16,-0.25,1.40
305790688,-0.12,-0.15,1.38
305795752,-0.15,-0.13,1.37
305800800,-0.07,-0.08,1.32
305805808,-0.02,-0.04,1.21
305810840,-0.02,-0.05,1.18
305815864,-0.05,-0.04,1.11
305820872,-0.07,-0.04,1.06
305825864,-0.03,-0.05,1.01
305775664,305825864,1.64,0.20,-0.24,1.61,tap-2
305887696,0.08,-0.04,0.95
305892680,0.10,-0.03,0.98
305897664,0.07,-0.02,0.97
305902616,0.09,-0.03,0.98
305907576,0.07,-0.03,0.96
305912528,0.03,-0.01,0.95
305917496,0.03,-0.03,0.95
305922456,0.00,0.01,0.97
305927392,0.02,-0.01,0.95
305932376,-0.02,0.02,0.96
305937352,-0.00,0.01,0.97
305942320,-0.01,0.01,0.96
305947304,-0.01,0.01,0.97
305952272,-0.01,0.01,0.97
305957232,-0.02,0.01,0.96
305962200,0.00,0.02,0.98
305967104,0.02,0.01,0.98
305972024,0.03,0.01,0.97
305976984,0.03,0.02,0.95
305981888,0.04,0.01,0.96
305986824,0.04,0.01,0.96
305991736,0.04,-0.00,0.95
305996696,0.06,0.02,0.94
306001632,0.07,0.01,0.94
306006592,0.08,0.01,0.94
306011520,0.07,0.00,0.95
306016432,0.08,0.00,0.94
306021360,0.08,0.01,0.95
306026304,0.10,0.02,0.95
306031248,0.09,0.01,0.95
306036176,0.08,0.01,0.95
306041112,0.08,0.02,0.96
306046032,0.09,0.03,0.95
306050944,0.08,0.02,0.95
306055848,0.09,0.01,0.95
306060776,0.09,0.01,0.96
306065720,0.09,0.01,0.95
306070648,0.11,0.01,0.96
306075600,0.09,0.02,0.97
306080528,0.10,0.01,0.98
306085448,0.11,0.01,0.97
306090392,0.11,0.01,0.99
306095352,0.13,0.02,0.98
306100296,0.13,0.01,0.97
306105248,0.13,0.01,0.98
306110184,0.15,0.01,0.98
306115128,0.13,0.02,0.99
306120056,0.14,0.01,0.97
306125016,0.16,0.01,0.98
306129960,0.16,0.03,0.97
306134912,0.16,0.03,0.98
306139832,0.16,0.03,0.97
306144784,0.17,0.03,0.97
306149728,0.15,0.01,0.97
306154688,0.15,0.04,0.96
306159632,0.15,0.03,0.96
306164592,0.15,0.05,0.95
306169536,0.16,0.03,0.95
306174472,0.14,0.04,0.95
306179408,0.15,0.05,0.97
306184352,0.14,0.06,0.97
306189288,0.16,0.05,0.96
306194216,0.14,0.06,0.96
306199144,0.14,0.04,0.95
306204080,0.13,0.06,0.96
306209032,0.13,0.05,0.95
306213976,0.12,0.05,0.94
306218904,0.12,0.06,0.97
306223832,0.13,0.04,0.96
306228768,0.11,0.06,0.95
306233688,0.13,0.05,0.94
306238632,0.11,0.04,0.95
306243560,0.12,0.04,0.95
306248488,0.13,0.05,0.95
306253416,0.13,0.04,0.96
306258368,0.13,0.04,0.96
306263312,0.13,0.06,0.94
306268272,0.14,0.05,0.95
306273192,0.13,0.07,0.95
306278128,0.14,0.06,0.94
306283088,0.14,0.06,0.95
306288024,0.14,0.07,0.95
306292984,0.14,0.07,0.96
306297920,0.13,0.06,0.95
306302848,0.11,0.06,0.95
306307776,0.12,0.07,0.94
306312704,0.14,0.06,0.95
306317648,0.13,0.06,0.95
306322592,0.13,0.06,0.95
306327512,0.13,0.06,0.94
306332448,0.12,0.06,0.95
306337392,0.11,0.06,0.95
306342328,0.12,0.07,0.95
306347272,0.13,0.07,0.95
306352208,0.13,0.07,0.95
306357128,0.13,0.06,0.94
306362064,0.15,0.06,0.95
306367024,0.14,0.06,0.96
306371952,0.13,0.06,0.96
306376928,0.13,0.06,0.95
306381856,0.13,0.07,0.95
306386784,0.14,0.07,0.95
306391720,0.13,0.05,0.97
306396672,0.12,0.08,0.95
306401624,0.13,0.06,0.96
306406568,0.12,0.06,0.95
306411480,0.12,0.06,0.97
306416416,0.13,0.06,0.97
306421360,0.14,0.05,0.95
306426296,0.13,0.05,0.96
306431248,0.13,0.04,0.97
306436176,0.13,0.06,0.97
306441104,0.12,0.06,0.97
306446040,0.13,0.06,0.98
306451000,0.12,0.06,0.97
306455928,0.11,0.06,0.99
306460872,0.11,0.08,0.97
306465800,0.12,0.07,0.97
306470728,0.12,0.07,0.96
306475672,0.13,0.06,0.98
306480616,0.12,0.06,0.96
306485568,0.13,0.06,0.96
306490496,0.13,0.06,0.96
306495424,0.11,0.06,0.97
306500352,0.11,0.06,0.96
306505312,0.11,0.06,0.95
306510248,0.10,0.07,0.96
306515168,0.08,0.06,0.95
306520080,0.10,0.07,0.97
306525008,0.09,0.08,0.97
306529912,0.08,0.06,0.97
306534832,0.10,0.06,0.97
306539744,0.08,0.07,0.96
306544672,0.08,0.06,0.97
306549592,0.09,0.06,0.95
306554504,0.08,0.05,0.97
306559424,0.08,0.05,0.96
306564336,0.07,0.05,0.95
306569256,0.08,0.05,0.95
306574168,0.08,0.05,0.95
306579080,0.08,0.04,0.97
306584016,0.09,0.04,0.97
306588944,0.11,0.06,0.96
306593880,0.13,0.05,0.97
306598808,0.12,0.04,0.95
306603736,0.12,0.05,0.96
306608680,0.11,0.05,0.95
306613624,0.13,0.06,0.95
306618584,0.13,0.03,0.96
306623520,0.13,0.06,0.95
306628456,0.14,0.06,0.96
306633392,0.13,0.06,0.95
306638336,0.13,0.05,0.97
306643280,0.13,0.05,0.95
306648200,0.13,0.05,0.95
306653136,0.14,0.05,0.95
306658056,0.14,0.05,0.95
306662992,0.13,0.06,0.98
306667928,0.15,0.07,0.97
306672864,0.15,0.06,0.97
306677808,0.14,0.06,0.96
306682728,0.13,0.05,0.97
306687680,0.15,0.05,0.98
306692648,0.16,0.04,0.99
306697592,0.17,0.04,0.99
306702536,0.17,0.04,0.99
306707464,0.16,0.03,0.98
306712392,0.16,0.04,0.98
306717336,0.14,0.06,0.97
306722280,0.16,0.08,0.97
306727216,0.14,0.05,0.98
306732136,0.16,0.05,0.98
306737064,0.16,0.04,0.97
306742008,0.16,0.05,0.97
306746944,0.18,0.07,0.97
306751888,0.16,0.06,0.97
306756832,0.15,0.05,0.97
306761776,0.15,0.05,0.97
306766696,0.16,0.05,0.96
306771640,0.15,0.06,0.97
306776608,0.16,0.06,0.97
306781568,0.20,0.05,0.98
306786504,0.16,0.05,0.98
306791424,0.14,0.07,0.98
306796360,0.16,0.05,0.98
306801304,0.14,0.04,0.98
306806248,0.13,0.06,0.99
306811176,0.13,0.03,0.98
306816104,0.13,0.04,1.00
306821040,0.16,0.04,0.98
306825976,0.15,0.05,1.00
306830912,0.13,0.04,0.99
306835832,0.14,0.05,0.99
306840760,0.13,0.05,1.01
306845680,0.13,0.05,0.99
306850648,0.15,0.05,0.99
306855592,0.13,0.05,0.97
306860520,0.14,0.05,0.98
306865448,0.13,0.06,0.99
306870384,0.14,0.05,0.98
306875328,0.12,0.04,0.98
306880264,0.11,0.05,0.96
306885208,0.13,0.06,0.98
306890136,0.12,0.05,0.98
306895080,0.13,0.05,0.98
306900016,0.11,0.05,0.97
306904976,0.11,0.04,0.98
306909896,0.11,0.05,0.97
306914832,0.12,0.04,0.97
306919760,0.10,0.03,0.97
306924688,0.11,0.03,0.97
306929632,0.12,0.03,0.96
306934592,0.11,0.04,0.97
306939520,0.12,0.04,0.97
306944464,0.12,0.05,0.96
306949384,0.11,0.03,0.97
306954336,0.12,0.04,0.97
306959288,0.12,0.02,0.96
306964240,0.12,0.04,0.97
306969176,0.13,0.03,0.95
306974112,0.14,0.02,0.97
306979056,0.14,0.02,0.95
306983992,0.16,0.03,0.95
306988928,0.16,0.02,0.96
306993888,0.16,0.01,0.95
306998832,0.17,0.02,0.95
307003768,0.18,0.01,0.94
307008712,0.18,0.02,0.94
307013664,0.19,0.02,0.94
307018608,0.17,0.03,0.94
307023552,0.16,0.03,0.95
307028512,0.16,0.04,0.93
307033440,0.16,0.03,0.92
307038368,0.16,0.05,0.92
307043320,0.15,0.05,0.93
307048264,0.16,0.03,0.90
307053184,0.16,0.06,0.92
307058128,0.18,0.04,0.92
307063072,0.16,0.03,0.92
307068040,0.16,0.03,0.91
307072992,0.17,0.02,0.91
307077920,0.18,0.03,0.91
307082864,0.18,0.01,0.94
307087816,0.20,0.00,0.94
307092744,0.19,0.00,0.96
307097680,0.18,-0.01,0.96
307102664,0.18,-0.03,0.98
307107664,0.18,-0.03,1.00
307112664,0.17,-0.02,0.99
307117640,0.16,-0.04,1.00
307122616,0.14,-0.03,1.02
307127600,0.16,-0.05,1.02
307132568,0.15,-0.05,1.02
307137528,0.11,-0.04,1.02
307142496,0.12,-0.05,1.02
307147464,0.12,-0.05,1.02
307152440,0.11,-0.03,0.99
307157400,0.12,-0.02,1.00
307162368,0.12,-0.03,0.98
307167368,0.11,-0.01,0.97
307172368,0.11,-0.03,0.95
307177360,0.11,-0.01,0.96
307182368,0.10,0.00,0.98
307187312,0.10,0.02,0.97
307192256,0.09,0.02,1.00
307197168,0.07,0.03,0.98
307202096,0.08,0.06,0.98
307207008,0.06,0.09,0.94
307211904,0.23,0.01,0.95
307216832,0.08,0.12,0.97
307221752,0.14,0.07,0.95
307226680,0.12,0.05,0.95
307231616,0.10,0.08,0.92
307236552,0.14,0.07,0.95
307241496,0.14,0.07,0.93
307246424,0.14,0.06,0.93
307251352,0.20,0.05,0.94
307256280,0.11,0.09,0.95
307261224,0.14,0.08,0.93
307266152,0.15,0.10,0.92
307271080,0.15,0.09,0.92
307276024,0.13,0.10,0.92
307280976,0.14,0.09,0.94
307285888,0.14,0.07,0.95
307290824,0.13,0.08,0.96
307295752,0.15,0.04,0.98
307300680,0.13,0.06,1.00
307305616,0.15,0.06,1.00
307310536,0.21,0.06,1.02
307315472,0.21,0.05,0.99
307320408,0.20,0.05,1.01
307325328,0.21,0.05,1.02
307330280,0.13,-0.24,1.30
307335272,0.19,-0.14,1.39
307340264,0.29,-0.21,1.51
307345264,0.19,-0.14,1.46
307350240,0.15,-0.14,1.33
307355248,0.19,-0.10,1.33
307360224,0.06,-0.06,1.26
307365208,0.16,-0.02,1.26
307370184,0.18,-0.01,1.26
307375184,0.21,-0.02,1.21
307380160,0.13,-0.01,1.15
307385160,0.09,-0.01,1.07
307390128,0.16,-0.03,1.00
307340264,307390128,1.55,0.29,-0.21,1.51,tap-1
307451976,0.36,-0.05,1.00
307456952,0.36,-0.04,0.99
307461928,0.37,-0.06,1.00
307466888,0.38,-0.05,1.00
307471840,0.38,-0.05,0.99
307476808,0.35,-0.06,0.97
307481768,0.33,-0.04,0.96
307486744,0.31,-0.03,0.94
307491720,0.30,-0.02,0.94
307496672,0.29,-0.00,0.94
307501664,0.25,0.00,0.93
307506608,0.23,-0.00,0.92
307511600,0.22,0.00,0.89
307516536,0.22,0.01,0.89
307521464,0.20,0.02,0.88
307526376,0.18,0.04,0.90
307531312,0.18,0.03,0.89
307536248,0.17,0.05,0.88
307541176,0.18,0.04,0.88
307546080,0.18,0.05,0.89
307551008,0.18,0.06,0.89
307555952,0.19,0.06,0.89
307560888,0.17,0.08,0.87
307565816,0.17,0.07,0.87
307570744,0.17,0.06,0.87
307575672,0.15,0.06,0.88
307580616,0.12,0.05,0.88
307585576,0.09,0.06,0.89
307590488,0.07,0.05,0.89
307595408,0.05,0.04,0.89
307600304,0.02,0.04,0.89
307605240,-0.02,0.04,0.89
307610192,-0.09,0.05,0.89
307615136,-0.11,0.04,0.89
307620136,-0.15,0.03,0.88
307625096,-0.15,0.04,0.89
307630056,-0.16,0.04,0.89
307635032,-0.16,0.03,0.87
307640016,-0.15,0.03,0.90
307644992,-0.13,0.03,0.89
307649960,-0.14,0.02,0.89
307654952,-0.12,0.02,0.90
307659904,-0.11,0.03,0.90
307664872,-0.11,0.02,0.90
307669840,-0.10,0.02,0.92
307674800,-0.09,0.01,0.91
307679768,-0.08,-0.00,0.91
307684752,-0.07,0.01,0.91
307689728,-0.08,0.00,0.91
307694664,-0.08,-0.01,0.91
307699680,-0.07,0.01,0.90
307704664,-0.05,-0.01,0.90
307709672,-0.04,-0.01,0.89
307714696,-0.02,-0.00,0.92
307719688,-0.00,-0.00,0.90
307724672,-0.01,-0.01,0.90
307729672,-0.00,0.01,0.91
307734648,0.02,0.01,0.91
307739568,0.03,-0.01,0.93
307744552,0.02,0.01,0.94
307749464,0.02,0.03,0.94
307754400,0.02,0.01,0.92
307759320,0.08,0.04,0.95
307764248,0.07,-0.01,0.97
307769216,0.08,-0.01,0.96
307774168,0.10,-0.26,1.32
307779152,0.09,-0.48,1.45
307784112,0.10,-0.37,1.54
307789112,0.54,-0.28,1.64
307794112,0.10,-0.39,1.43
307799080,-0.14,-0.35,1.34
307804112,-0.11,-0.18,1.29
307809160,0.03,-0.10,1.24
307814152,0.13,-0.05,1.21
307819160,0.13,-0.08,1.17
307824144,0.05,-0.07,1.16
307829120,-0.06,-0.10,1.11
307834152,-0.03,-0.10,1.07
307839160,0.04,-0.12,1.13
307844152,0.08,-0.11,1.00
307789112,307844152,1.75,0.54,-0.28,1.64,tap-2
307905976,0.02,-0.00,1.00
307910960,0.05,-0.01,0.99
307915952,0.04,-0.01,0.98
307920888,0.03,0.01,0.95
307925832,0.02,0.01,0.96
307930784,0.03,0.03,0.95
307935704,0.02,0.02,0.95
307940632,0.02,0.02,0.96
307945552,0.04,0.05,0.95
307950472,0.05,0.04,0.95
307955384,0.05,0.03,0.93
307960312,0.07,0.05,0.94
307965240,0.08,0.06,0.93
307970160,0.08,0.06,0.92
307975072,0.10,0.06,0.93
307979976,0.11,0.05,0.94
307984952,0.11,0.04,0.92
307989888,0.13,0.05,0.93
307994832,0.13,0.03,0.92
307999784,0.11,0.02,0.90
308004704,0.13,0.03,0.91
308009648,0.12,0.03,0.92
308014600,0.13,0.01,0.91
308019568,0.13,0.02,0.92
308024488,0.13,0.01,0.93
308029416,0.12,0.02,0.92
308034344,0.11,0.01,0.92
308039288,0.13,0.01,0.94
308044256,0.13,0.01,0.94
308049168,0.15,0.01,0.97
308054120,0.14,0.01,0.98
308059064,0.14,0.02,0.98
308063992,0.14,0.03,0.98
308068968,0.13,0.02,0.98
308073896,0.12,0.03,1.00
308078840,0.13,0.03,0.98
