,0.98
322234184,0.14,0.05,0.97
322239112,0.16,0.06,0.97
322244040,0.16,0.07,0.97
322248984,0.14,0.05,0.98
322253920,0.15,0.06,0.97
322258872,0.13,0.06,0.97
322263808,0.11,0.05,0.97
322268728,0.13,0.06,0.97
322273656,0.15,0.05,0.96
322278600,0.14,0.06,0.97
322283512,0.13,0.05,0.96
322288464,0.12,0.06,0.97
322293384,0.11,0.06,0.97
322298312,0.14,0.05,0.98
322303256,0.13,0.06,0.98
322308200,0.13,0.04,1.00
322313128,0.13,0.05,0.98
322318056,0.13,0.05,0.98
322323000,0.13,0.05,0.98
322327944,0.12,0.06,0.98
322332904,0.14,0.04,0.98
322337840,0.14,0.04,0.97
322342776,0.14,0.05,0.95
322347704,0.15,0.06,0.97
322352640,0.15,0.06,0.96
322357584,0.15,0.06,0.97
322362520,0.14,0.06,0.99
322367440,0.15,0.08,0.97
322372384,0.15,0.06,0.98
322377304,0.14,0.06,0.98
322382248,0.15,0.07,0.98
322387192,0.16,0.07,0.98
322392128,0.17,0.06,0.98
322397048,0.16,0.06,0.98
322401976,0.15,0.05,0.98
322406928,0.16,0.06,0.97
322411880,0.13,0.07,0.98
322416824,0.15,0.05,0.97
322421752,0.14,0.04,0.97
322426680,0.13,0.07,0.97
322431624,0.13,0.06,0.97
322436576,0.12,0.06,0.96
322441512,0.13,0.08,0.97
322446440,0.13,0.08,0.97
322451368,0.11,0.06,0.97
322456296,0.12,0.05,0.97
322461240,0.11,0.06,0.99
83872,0.33,0.25,0.83
361647344,0.31,0.13,0.90
361652280,0.33,0.12,0.90
361657240,0.38,0.13,0.87
361662200,0.37,0.14,0.84
361667176,0.34,0.14,0.82
361672120,0.34,0.15,0.81
361677088,0.34,0.13,0.83
361682024,0.28,0.13,0.93
361686968,0.21,0.17,0.90
361691920,0.31,0.17,0.82
361696880,0.30,0.17,0.87
361701824,0.30,0.17,0.92
361706768,0.24,0.16,0.92
361711720,0.22,0.19,0.89
361716664,0.25,0.22,0.94
361721616,0.26,0.20,0.97
361726592,0.27,0.19,0.96
361731552,0.24,0.19,0.96
361736504,0.23,0.18,0.97
361741448,0.27,0.20,0.97
361746376,0.27,0.18,0.96
361751320,0.30,0.18,0.96
361756248,0.31,0.18,0.96
361761208,0.30,0.16,0.96
361766160,0.32,0.17,0.98
361771104,0.33,0.17,0.97
361776064,0.34,0.16,0.96
361781016,0.35,0.15,0.94
361785976,0.34,0.16,0.93
361790936,0.36,0.14,0.94
361795912,0.39,0.14,0.94
361800872,0.37,0.16,0.95
361805816,0.39,0.14,0.94
361810776,0.38,0.15,0.94
361815720,0.38,0.20,0.93
361820648,0.36,0.16,0.93
361825608,0.40,0.15,0.93
361830552,0.36,0.15,0.94
361835496,0.36,0.16,0.93
361840440,0.35,0.16,0.94
361845392,0.34,0.17,0.93
361850328,0.32,0.17,0.92
361855288,0.32,0.18,0.92
361860248,0.34,0.19,0.91
361865192,0.33,0.17,0.92
361870160,0.31,0.17,0.89
361875096,0.30,0.17,0.89
361880040,0.31,0.18,0.90
361884968,0.29,0.19,0.88
361889912,0.31,0.17,0.89
361894872,0.30,0.17,0.89
361899824,0.30,0.18,0.90
361904752,0.29,0.17,0.90
361909672,0.29,0.17,0.90
361914616,0.30,0.16,0.93
361919568,0.30,0.15,0.92
361924496,0.30,0.16,0.92
361929440,0.30,0.15,0.94
361934360,0.29,0.16,0.94
361939304,0.30,0.16,0.94
361944248,0.30,0.16,0.94
361949208,0.29,0.17,0.95
361954168,0.30,0.16,0.95
361959120,0.29,0.15,0.95
361964072,0.28,0.16,0.94
361969024,0.26,0.17,0.95
361973992,0.27,0.17,0.96
361978936,0.27,0.17,0.95
361983896,0.25,0.16,0.96
361988864,0.26,0.16,0.96
361993840,0.26,0.14,0.95
361998776,0.26,0.15,0.96
362003728,0.26,0.14,0.96
362008664,0.26,0.14,0.96
362013608,0.26,0.14,0.95
362018560,0.26,0.14,0.96
